group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m262144_t2_p16,,,687826123.0,ns,3
argon2id,hash,m262144_t2_p16,,,702285979.0,ns,3
argon2id,hash,m262144_t2_p16,,,692631495.0,ns,3
argon2id,hash,m262144_t2_p16,,,695532553.0,ns,3
argon2id,hash,m262144_t2_p16,,,693456690.0,ns,3
argon2id,hash,m262144_t2_p16,,,693712857.0,ns,3
argon2id,hash,m262144_t2_p16,,,693360291.0,ns,3
argon2id,hash,m262144_t2_p16,,,704118310.0,ns,3
argon2id,hash,m262144_t2_p16,,,689611052.0,ns,3
argon2id,hash,m262144_t2_p16,,,690539919.0,ns,3
