group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m458752_t3_p16,,,1187671442.0,ns,1
argon2id,hash,m458752_t3_p16,,,1205029291.0,ns,1
argon2id,hash,m458752_t3_p16,,,1212903178.0,ns,1
argon2id,hash,m458752_t3_p16,,,1197424260.0,ns,1
argon2id,hash,m458752_t3_p16,,,1209760908.0,ns,1
argon2id,hash,m458752_t3_p16,,,1183323581.0,ns,1
argon2id,hash,m458752_t3_p16,,,1205314433.0,ns,1
argon2id,hash,m458752_t3_p16,,,1201802668.0,ns,1
argon2id,hash,m458752_t3_p16,,,1182559356.0,ns,1
argon2id,hash,m458752_t3_p16,,,1214282399.0,ns,1
