group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m163840_t2_p8,,,141895051.0,ns,1
argon2id,verify,m163840_t2_p8,,,284883343.0,ns,2
argon2id,verify,m163840_t2_p8,,,424854044.0,ns,3
argon2id,verify,m163840_t2_p8,,,569590456.0,ns,4
argon2id,verify,m163840_t2_p8,,,712594928.0,ns,5
argon2id,verify,m163840_t2_p8,,,852227554.0,ns,6
argon2id,verify,m163840_t2_p8,,,991856755.0,ns,7
argon2id,verify,m163840_t2_p8,,,1137341812.0,ns,8
argon2id,verify,m163840_t2_p8,,,1275953333.0,ns,9
argon2id,verify,m163840_t2_p8,,,1417556968.0,ns,10
