group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m212992_t3_p2,,,532619260.0,ns,2
argon2id,verify,m212992_t3_p2,,,533678930.0,ns,2
argon2id,verify,m212992_t3_p2,,,532295190.0,ns,2
argon2id,verify,m212992_t3_p2,,,531245492.0,ns,2
argon2id,verify,m212992_t3_p2,,,533241429.0,ns,2
argon2id,verify,m212992_t3_p2,,,531965372.0,ns,2
argon2id,verify,m212992_t3_p2,,,532561075.0,ns,2
argon2id,verify,m212992_t3_p2,,,533186719.0,ns,2
argon2id,verify,m212992_t3_p2,,,532912910.0,ns,2
argon2id,verify,m212992_t3_p2,,,532849684.0,ns,2
