group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m425984_t2_p4,,,806453583.0,ns,2
argon2id,verify,m425984_t2_p4,,,798538338.0,ns,2
argon2id,verify,m425984_t2_p4,,,804330033.0,ns,2
argon2id,verify,m425984_t2_p4,,,803871446.0,ns,2
argon2id,verify,m425984_t2_p4,,,801243949.0,ns,2
argon2id,verify,m425984_t2_p4,,,803408783.0,ns,2
argon2id,verify,m425984_t2_p4,,,800444193.0,ns,2
argon2id,verify,m425984_t2_p4,,,800818187.0,ns,2
argon2id,verify,m425984_t2_p4,,,802419734.0,ns,2
argon2id,verify,m425984_t2_p4,,,801390184.0,ns,2
