group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m147456_t2_p2,,,124872286.0,ns,1
argon2id,hash,m147456_t2_p2,,,248995375.0,ns,2
argon2id,hash,m147456_t2_p2,,,374345118.0,ns,3
argon2id,hash,m147456_t2_p2,,,498615293.0,ns,4
argon2id,hash,m147456_t2_p2,,,623705608.0,ns,5
argon2id,hash,m147456_t2_p2,,,746225742.0,ns,6
argon2id,hash,m147456_t2_p2,,,881079472.0,ns,7
argon2id,hash,m147456_t2_p2,,,997853916.0,ns,8
argon2id,hash,m147456_t2_p2,,,1123911875.0,ns,9
argon2id,hash,m147456_t2_p2,,,1247768165.0,ns,10
