group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m163840_t3_p16,,,608759586.0,ns,3
argon2id,verify,m163840_t3_p16,,,609496038.0,ns,3
argon2id,verify,m163840_t3_p16,,,607164394.0,ns,3
argon2id,verify,m163840_t3_p16,,,609778679.0,ns,3
argon2id,verify,m163840_t3_p16,,,606718948.0,ns,3
argon2id,verify,m163840_t3_p16,,,606608201.0,ns,3
argon2id,verify,m163840_t3_p16,,,606242896.0,ns,3
argon2id,verify,m163840_t3_p16,,,608688633.0,ns,3
argon2id,verify,m163840_t3_p16,,,605288675.0,ns,3
argon2id,verify,m163840_t3_p16,,,606698530.0,ns,3
