group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m425984_t3_p2,,,585835181.0,ns,1
argon2id,verify,m425984_t3_p2,,,585692323.0,ns,1
argon2id,verify,m425984_t3_p2,,,585413361.0,ns,1
argon2id,verify,m425984_t3_p2,,,585099403.0,ns,1
argon2id,verify,m425984_t3_p2,,,586247708.0,ns,1
argon2id,verify,m425984_t3_p2,,,579314623.0,ns,1
argon2id,verify,m425984_t3_p2,,,573067132.0,ns,1
argon2id,verify,m425984_t3_p2,,,576627042.0,ns,1
argon2id,verify,m425984_t3_p2,,,576653272.0,ns,1
argon2id,verify,m425984_t3_p2,,,579004123.0,ns,1
