group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m1015808_t2_p16,,,951077351.0,ns,1
argon2id,hash,m1015808_t2_p16,,,953485673.0,ns,1
argon2id,hash,m1015808_t2_p16,,,954256331.0,ns,1
argon2id,hash,m1015808_t2_p16,,,951122495.0,ns,1
argon2id,hash,m1015808_t2_p16,,,977007704.0,ns,1
argon2id,hash,m1015808_t2_p16,,,941967964.0,ns,1
argon2id,hash,m1015808_t2_p16,,,949875273.0,ns,1
argon2id,hash,m1015808_t2_p16,,,949912593.0,ns,1
argon2id,hash,m1015808_t2_p16,,,953054253.0,ns,1
argon2id,hash,m1015808_t2_p16,,,953817506.0,ns,1
