group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m868352_t3_p2,,,1222752905.0,ns,1
argon2id,hash,m868352_t3_p2,,,1222572167.0,ns,1
argon2id,hash,m868352_t3_p2,,,1230241553.0,ns,1
argon2id,hash,m868352_t3_p2,,,1200216465.0,ns,1
argon2id,hash,m868352_t3_p2,,,1195650240.0,ns,1
argon2id,hash,m868352_t3_p2,,,1232054278.0,ns,1
argon2id,hash,m868352_t3_p2,,,1202521932.0,ns,1
argon2id,hash,m868352_t3_p2,,,1230146170.0,ns,1
argon2id,hash,m868352_t3_p2,,,1197697895.0,ns,1
argon2id,hash,m868352_t3_p2,,,1205158951.0,ns,1
