group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m294912_t2_p8,,,520985815.0,ns,2
argon2id,verify,m294912_t2_p8,,,516845044.0,ns,2
argon2id,verify,m294912_t2_p8,,,519830336.0,ns,2
argon2id,verify,m294912_t2_p8,,,521068651.0,ns,2
argon2id,verify,m294912_t2_p8,,,520830566.0,ns,2
argon2id,verify,m294912_t2_p8,,,525908328.0,ns,2
argon2id,verify,m294912_t2_p8,,,524823469.0,ns,2
argon2id,verify,m294912_t2_p8,,,526133562.0,ns,2
argon2id,verify,m294912_t2_p8,,,523830336.0,ns,2
argon2id,verify,m294912_t2_p8,,,524256517.0,ns,2
