group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m786432_t2_p4,,,753140427.0,ns,1
argon2id,verify,m786432_t2_p4,,,771670387.0,ns,1
argon2id,verify,m786432_t2_p4,,,751134519.0,ns,1
argon2id,verify,m786432_t2_p4,,,749576111.0,ns,1
argon2id,verify,m786432_t2_p4,,,754380406.0,ns,1
argon2id,verify,m786432_t2_p4,,,749268031.0,ns,1
argon2id,verify,m786432_t2_p4,,,751440613.0,ns,1
argon2id,verify,m786432_t2_p4,,,749337512.0,ns,1
argon2id,verify,m786432_t2_p4,,,753845019.0,ns,1
argon2id,verify,m786432_t2_p4,,,750785302.0,ns,1
