group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m770048_t2_p2,,,745951330.0,ns,1
argon2id,verify,m770048_t2_p2,,,752653312.0,ns,1
argon2id,verify,m770048_t2_p2,,,753776601.0,ns,1
argon2id,verify,m770048_t2_p2,,,749024042.0,ns,1
argon2id,verify,m770048_t2_p2,,,745836703.0,ns,1
argon2id,verify,m770048_t2_p2,,,755834416.0,ns,1
argon2id,verify,m770048_t2_p2,,,753907215.0,ns,1
argon2id,verify,m770048_t2_p2,,,763596770.0,ns,1
argon2id,verify,m770048_t2_p2,,,740535341.0,ns,1
argon2id,verify,m770048_t2_p2,,,760900883.0,ns,1
