group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m999424_t2_p16,,,933343545.0,ns,1
argon2id,verify,m999424_t2_p16,,,936345162.0,ns,1
argon2id,verify,m999424_t2_p16,,,933752553.0,ns,1
argon2id,verify,m999424_t2_p16,,,934634269.0,ns,1
argon2id,verify,m999424_t2_p16,,,936008940.0,ns,1
argon2id,verify,m999424_t2_p16,,,932990151.0,ns,1
argon2id,verify,m999424_t2_p16,,,933964521.0,ns,1
argon2id,verify,m999424_t2_p16,,,938480762.0,ns,1
argon2id,verify,m999424_t2_p16,,,932904680.0,ns,1
argon2id,verify,m999424_t2_p16,,,931212262.0,ns,1
