group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m311296_t3_p8,,,796799625.0,ns,2
argon2id,verify,m311296_t3_p8,,,795452082.0,ns,2
argon2id,verify,m311296_t3_p8,,,794814615.0,ns,2
argon2id,verify,m311296_t3_p8,,,797660535.0,ns,2
argon2id,verify,m311296_t3_p8,,,795525352.0,ns,2
argon2id,verify,m311296_t3_p8,,,798007609.0,ns,2
argon2id,verify,m311296_t3_p8,,,799065849.0,ns,2
argon2id,verify,m311296_t3_p8,,,797592621.0,ns,2
argon2id,verify,m311296_t3_p8,,,794922660.0,ns,2
argon2id,verify,m311296_t3_p8,,,798399358.0,ns,2
