group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m671744_t1_p2,,,761285409.0,ns,2
argon2id,hash,m671744_t1_p2,,,757350417.0,ns,2
argon2id,hash,m671744_t1_p2,,,762683510.0,ns,2
argon2id,hash,m671744_t1_p2,,,762456553.0,ns,2
argon2id,hash,m671744_t1_p2,,,754174767.0,ns,2
argon2id,hash,m671744_t1_p2,,,747194088.0,ns,2
argon2id,hash,m671744_t1_p2,,,751244471.0,ns,2
argon2id,hash,m671744_t1_p2,,,760630838.0,ns,2
argon2id,hash,m671744_t1_p2,,,762890603.0,ns,2
argon2id,hash,m671744_t1_p2,,,763735654.0,ns,2
