group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m737280_t3_p8,,,991431518.0,ns,1
argon2id,verify,m737280_t3_p8,,,996083951.0,ns,1
argon2id,verify,m737280_t3_p8,,,998497085.0,ns,1
argon2id,verify,m737280_t3_p8,,,1002155309.0,ns,1
argon2id,verify,m737280_t3_p8,,,997544486.0,ns,1
argon2id,verify,m737280_t3_p8,,,1031195679.0,ns,1
argon2id,verify,m737280_t3_p8,,,999133458.0,ns,1
argon2id,verify,m737280_t3_p8,,,996577691.0,ns,1
argon2id,verify,m737280_t3_p8,,,1003633983.0,ns,1
argon2id,verify,m737280_t3_p8,,,1002672823.0,ns,1
