group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m802816_t2_p1,,,795517535.0,ns,1
argon2id,hash,m802816_t2_p1,,,793486601.0,ns,1
argon2id,hash,m802816_t2_p1,,,838578136.0,ns,1
argon2id,hash,m802816_t2_p1,,,785941856.0,ns,1
argon2id,hash,m802816_t2_p1,,,794843405.0,ns,1
argon2id,hash,m802816_t2_p1,,,794849512.0,ns,1
argon2id,hash,m802816_t2_p1,,,793503083.0,ns,1
argon2id,hash,m802816_t2_p1,,,788921001.0,ns,1
argon2id,hash,m802816_t2_p1,,,790486234.0,ns,1
argon2id,hash,m802816_t2_p1,,,794138380.0,ns,1
