group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m901120_t2_p16,,,846124964.0,ns,1
argon2id,hash,m901120_t2_p16,,,846963377.0,ns,1
argon2id,hash,m901120_t2_p16,,,844675690.0,ns,1
argon2id,hash,m901120_t2_p16,,,845777872.0,ns,1
argon2id,hash,m901120_t2_p16,,,845422356.0,ns,1
argon2id,hash,m901120_t2_p16,,,844715774.0,ns,1
argon2id,hash,m901120_t2_p16,,,844893043.0,ns,1
argon2id,hash,m901120_t2_p16,,,846242769.0,ns,1
argon2id,hash,m901120_t2_p16,,,848152094.0,ns,1
argon2id,hash,m901120_t2_p16,,,844367704.0,ns,1
