group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m475136_t3_p2,,,1060914049.0,ns,1
argon2id,hash,m475136_t3_p2,,,1020478082.0,ns,1
argon2id,hash,m475136_t3_p2,,,993638483.0,ns,1
argon2id,hash,m475136_t3_p2,,,1007311385.0,ns,1
argon2id,hash,m475136_t3_p2,,,1023262651.0,ns,1
argon2id,hash,m475136_t3_p2,,,1030503072.0,ns,1
argon2id,hash,m475136_t3_p2,,,1044195741.0,ns,1
argon2id,hash,m475136_t3_p2,,,1031765423.0,ns,1
argon2id,hash,m475136_t3_p2,,,978554742.0,ns,1
argon2id,hash,m475136_t3_p2,,,887708287.0,ns,1
