group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m835584_t3_p2,,,1152531577.0,ns,1
argon2id,hash,m835584_t3_p2,,,1151626054.0,ns,1
argon2id,hash,m835584_t3_p2,,,1150989747.0,ns,1
argon2id,hash,m835584_t3_p2,,,1172567933.0,ns,1
argon2id,hash,m835584_t3_p2,,,1154804397.0,ns,1
argon2id,hash,m835584_t3_p2,,,1156715954.0,ns,1
argon2id,hash,m835584_t3_p2,,,1157036149.0,ns,1
argon2id,hash,m835584_t3_p2,,,1185867149.0,ns,1
argon2id,hash,m835584_t3_p2,,,1158500394.0,ns,1
argon2id,hash,m835584_t3_p2,,,1151323018.0,ns,1
