group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m507904_t2_p4,,,969658917.0,ns,2
argon2id,hash,m507904_t2_p4,,,965417607.0,ns,2
argon2id,hash,m507904_t2_p4,,,971746978.0,ns,2
argon2id,hash,m507904_t2_p4,,,968328370.0,ns,2
argon2id,hash,m507904_t2_p4,,,966605056.0,ns,2
argon2id,hash,m507904_t2_p4,,,957711762.0,ns,2
argon2id,hash,m507904_t2_p4,,,960911549.0,ns,2
argon2id,hash,m507904_t2_p4,,,969051580.0,ns,2
argon2id,hash,m507904_t2_p4,,,970104857.0,ns,2
argon2id,hash,m507904_t2_p4,,,962589360.0,ns,2
