group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m819200_t2_p4,,,781659014.0,ns,1
argon2id,verify,m819200_t2_p4,,,782905732.0,ns,1
argon2id,verify,m819200_t2_p4,,,782779944.0,ns,1
argon2id,verify,m819200_t2_p4,,,783341640.0,ns,1
argon2id,verify,m819200_t2_p4,,,781676582.0,ns,1
argon2id,verify,m819200_t2_p4,,,781989806.0,ns,1
argon2id,verify,m819200_t2_p4,,,782784869.0,ns,1
argon2id,verify,m819200_t2_p4,,,784539187.0,ns,1
argon2id,verify,m819200_t2_p4,,,782007146.0,ns,1
argon2id,verify,m819200_t2_p4,,,781061135.0,ns,1
