group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m901120_t3_p1,,,1259383971.0,ns,1
argon2id,verify,m901120_t3_p1,,,1264033997.0,ns,1
argon2id,verify,m901120_t3_p1,,,1260637414.0,ns,1
argon2id,verify,m901120_t3_p1,,,1270410340.0,ns,1
argon2id,verify,m901120_t3_p1,,,1275934980.0,ns,1
argon2id,verify,m901120_t3_p1,,,1274697766.0,ns,1
argon2id,verify,m901120_t3_p1,,,1255571267.0,ns,1
argon2id,verify,m901120_t3_p1,,,1265074586.0,ns,1
argon2id,verify,m901120_t3_p1,,,1263973479.0,ns,1
argon2id,verify,m901120_t3_p1,,,1271415985.0,ns,1
