group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m409600_t3_p8,,,543248972.0,ns,1
argon2id,verify,m409600_t3_p8,,,540011274.0,ns,1
argon2id,verify,m409600_t3_p8,,,536748588.0,ns,1
argon2id,verify,m409600_t3_p8,,,537031310.0,ns,1
argon2id,verify,m409600_t3_p8,,,541948580.0,ns,1
argon2id,verify,m409600_t3_p8,,,539424861.0,ns,1
argon2id,verify,m409600_t3_p8,,,538137668.0,ns,1
argon2id,verify,m409600_t3_p8,,,537023483.0,ns,1
argon2id,verify,m409600_t3_p8,,,552786546.0,ns,1
argon2id,verify,m409600_t3_p8,,,561434201.0,ns,1
