group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m360448_t3_p16,,,918602307.0,ns,2
argon2id,hash,m360448_t3_p16,,,924265737.0,ns,2
argon2id,hash,m360448_t3_p16,,,923340727.0,ns,2
argon2id,hash,m360448_t3_p16,,,923371755.0,ns,2
argon2id,hash,m360448_t3_p16,,,920979968.0,ns,2
argon2id,hash,m360448_t3_p16,,,926585489.0,ns,2
argon2id,hash,m360448_t3_p16,,,942864380.0,ns,2
argon2id,hash,m360448_t3_p16,,,923620363.0,ns,2
argon2id,hash,m360448_t3_p16,,,925269414.0,ns,2
argon2id,hash,m360448_t3_p16,,,924602601.0,ns,2
