group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m983040_t3_p1,,,1405493989.0,ns,1
argon2id,hash,m983040_t3_p1,,,1385906143.0,ns,1
argon2id,hash,m983040_t3_p1,,,1392865302.0,ns,1
argon2id,hash,m983040_t3_p1,,,1386870805.0,ns,1
argon2id,hash,m983040_t3_p1,,,1388135108.0,ns,1
argon2id,hash,m983040_t3_p1,,,1389216379.0,ns,1
argon2id,hash,m983040_t3_p1,,,1395338636.0,ns,1
argon2id,hash,m983040_t3_p1,,,1390726173.0,ns,1
argon2id,hash,m983040_t3_p1,,,1400649118.0,ns,1
argon2id,hash,m983040_t3_p1,,,1391346578.0,ns,1
