group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m409600_t3_p4,,,545457955.0,ns,1
argon2id,verify,m409600_t3_p4,,,543926084.0,ns,1
argon2id,verify,m409600_t3_p4,,,546513636.0,ns,1
argon2id,verify,m409600_t3_p4,,,562637716.0,ns,1
argon2id,verify,m409600_t3_p4,,,539667907.0,ns,1
argon2id,verify,m409600_t3_p4,,,538602179.0,ns,1
argon2id,verify,m409600_t3_p4,,,539343752.0,ns,1
argon2id,verify,m409600_t3_p4,,,545888523.0,ns,1
argon2id,verify,m409600_t3_p4,,,547064028.0,ns,1
argon2id,verify,m409600_t3_p4,,,545330409.0,ns,1
