group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m999424_t1_p4,,,532617936.0,ns,1
argon2id,hash,m999424_t1_p4,,,537075166.0,ns,1
argon2id,hash,m999424_t1_p4,,,531445714.0,ns,1
argon2id,hash,m999424_t1_p4,,,530969469.0,ns,1
argon2id,hash,m999424_t1_p4,,,533716239.0,ns,1
argon2id,hash,m999424_t1_p4,,,532643012.0,ns,1
argon2id,hash,m999424_t1_p4,,,532591295.0,ns,1
argon2id,hash,m999424_t1_p4,,,531962164.0,ns,1
argon2id,hash,m999424_t1_p4,,,531668432.0,ns,1
argon2id,hash,m999424_t1_p4,,,531226413.0,ns,1
