group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m491520_t2_p8,,,912062051.0,ns,1
argon2id,hash,m491520_t2_p8,,,915570857.0,ns,1
argon2id,hash,m491520_t2_p8,,,896125499.0,ns,1
argon2id,hash,m491520_t2_p8,,,887012284.0,ns,1
argon2id,hash,m491520_t2_p8,,,923766762.0,ns,1
argon2id,hash,m491520_t2_p8,,,898410709.0,ns,1
argon2id,hash,m491520_t2_p8,,,918418295.0,ns,1
argon2id,hash,m491520_t2_p8,,,919467254.0,ns,1
argon2id,hash,m491520_t2_p8,,,933529660.0,ns,1
argon2id,hash,m491520_t2_p8,,,921195438.0,ns,1
