group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m475136_t1_p1,,,523325949.0,ns,1
argon2id,hash,m475136_t1_p1,,,530677313.0,ns,1
argon2id,hash,m475136_t1_p1,,,537447666.0,ns,1
argon2id,hash,m475136_t1_p1,,,540782674.0,ns,1
argon2id,hash,m475136_t1_p1,,,541584638.0,ns,1
argon2id,hash,m475136_t1_p1,,,539349036.0,ns,1
argon2id,hash,m475136_t1_p1,,,537926386.0,ns,1
argon2id,hash,m475136_t1_p1,,,546034530.0,ns,1
argon2id,hash,m475136_t1_p1,,,535438069.0,ns,1
argon2id,hash,m475136_t1_p1,,,545816582.0,ns,1
