group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m540672_t3_p1,,,753026283.0,ns,1
argon2id,hash,m540672_t3_p1,,,749877582.0,ns,1
argon2id,hash,m540672_t3_p1,,,753047884.0,ns,1
argon2id,hash,m540672_t3_p1,,,773803408.0,ns,1
argon2id,hash,m540672_t3_p1,,,753726557.0,ns,1
argon2id,hash,m540672_t3_p1,,,751296367.0,ns,1
argon2id,hash,m540672_t3_p1,,,754784313.0,ns,1
argon2id,hash,m540672_t3_p1,,,746902778.0,ns,1
argon2id,hash,m540672_t3_p1,,,747706948.0,ns,1
argon2id,hash,m540672_t3_p1,,,741879418.0,ns,1
