group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m933888_t1_p16,,,976961767.0,ns,2
argon2id,hash,m933888_t1_p16,,,977452196.0,ns,2
argon2id,hash,m933888_t1_p16,,,981431711.0,ns,2
argon2id,hash,m933888_t1_p16,,,981972144.0,ns,2
argon2id,hash,m933888_t1_p16,,,983366071.0,ns,2
argon2id,hash,m933888_t1_p16,,,980149638.0,ns,2
argon2id,hash,m933888_t1_p16,,,981005906.0,ns,2
argon2id,hash,m933888_t1_p16,,,980162670.0,ns,2
argon2id,hash,m933888_t1_p16,,,980298104.0,ns,2
argon2id,hash,m933888_t1_p16,,,982063439.0,ns,2
