group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m491520_t1_p2,,,922539032.0,ns,2
argon2id,verify,m491520_t1_p2,,,937679552.0,ns,2
argon2id,verify,m491520_t1_p2,,,920648114.0,ns,2
argon2id,verify,m491520_t1_p2,,,922602214.0,ns,2
argon2id,verify,m491520_t1_p2,,,937525714.0,ns,2
argon2id,verify,m491520_t1_p2,,,929764048.0,ns,2
argon2id,verify,m491520_t1_p2,,,944840655.0,ns,2
argon2id,verify,m491520_t1_p2,,,880276886.0,ns,2
argon2id,verify,m491520_t1_p2,,,937886285.0,ns,2
argon2id,verify,m491520_t1_p2,,,926820946.0,ns,2
