group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m425984_t3_p8,,,565685152.0,ns,1
argon2id,verify,m425984_t3_p8,,,563653583.0,ns,1
argon2id,verify,m425984_t3_p8,,,564593005.0,ns,1
argon2id,verify,m425984_t3_p8,,,566050531.0,ns,1
argon2id,verify,m425984_t3_p8,,,566946323.0,ns,1
argon2id,verify,m425984_t3_p8,,,563697227.0,ns,1
argon2id,verify,m425984_t3_p8,,,563153148.0,ns,1
argon2id,verify,m425984_t3_p8,,,565339250.0,ns,1
argon2id,verify,m425984_t3_p8,,,563768734.0,ns,1
argon2id,verify,m425984_t3_p8,,,563723430.0,ns,1
