group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m475136_t2_p8,,,886183626.0,ns,1
argon2id,hash,m475136_t2_p8,,,891726118.0,ns,1
argon2id,hash,m475136_t2_p8,,,912781312.0,ns,1
argon2id,hash,m475136_t2_p8,,,898968302.0,ns,1
argon2id,hash,m475136_t2_p8,,,896142489.0,ns,1
argon2id,hash,m475136_t2_p8,,,917712780.0,ns,1
argon2id,hash,m475136_t2_p8,,,910028901.0,ns,1
argon2id,hash,m475136_t2_p8,,,913364652.0,ns,1
argon2id,hash,m475136_t2_p8,,,908617696.0,ns,1
argon2id,hash,m475136_t2_p8,,,906207583.0,ns,1
