group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m360448_t1_p4,,,546948023.0,ns,3
argon2id,hash,m360448_t1_p4,,,552675812.0,ns,3
argon2id,hash,m360448_t1_p4,,,550557689.0,ns,3
argon2id,hash,m360448_t1_p4,,,551824852.0,ns,3
argon2id,hash,m360448_t1_p4,,,561513691.0,ns,3
argon2id,hash,m360448_t1_p4,,,557820658.0,ns,3
argon2id,hash,m360448_t1_p4,,,548313680.0,ns,3
argon2id,hash,m360448_t1_p4,,,548441651.0,ns,3
argon2id,hash,m360448_t1_p4,,,547582726.0,ns,3
argon2id,hash,m360448_t1_p4,,,549177205.0,ns,3
