group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m376832_t2_p4,,,679997691.0,ns,2
argon2id,hash,m376832_t2_p4,,,680016868.0,ns,2
argon2id,hash,m376832_t2_p4,,,680033017.0,ns,2
argon2id,hash,m376832_t2_p4,,,677814936.0,ns,2
argon2id,hash,m376832_t2_p4,,,682901191.0,ns,2
argon2id,hash,m376832_t2_p4,,,677794998.0,ns,2
argon2id,hash,m376832_t2_p4,,,676638853.0,ns,2
argon2id,hash,m376832_t2_p4,,,672342563.0,ns,2
argon2id,hash,m376832_t2_p4,,,674232911.0,ns,2
argon2id,hash,m376832_t2_p4,,,673052280.0,ns,2
