group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m638976_t2_p4,,,614582174.0,ns,1
argon2id,hash,m638976_t2_p4,,,611261487.0,ns,1
argon2id,hash,m638976_t2_p4,,,608924132.0,ns,1
argon2id,hash,m638976_t2_p4,,,609908910.0,ns,1
argon2id,hash,m638976_t2_p4,,,611494826.0,ns,1
argon2id,hash,m638976_t2_p4,,,614379441.0,ns,1
argon2id,hash,m638976_t2_p4,,,615091041.0,ns,1
argon2id,hash,m638976_t2_p4,,,611746293.0,ns,1
argon2id,hash,m638976_t2_p4,,,611614060.0,ns,1
argon2id,hash,m638976_t2_p4,,,609625594.0,ns,1
