group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m704512_t1_p8,,,764299067.0,ns,2
argon2id,hash,m704512_t1_p8,,,765191101.0,ns,2
argon2id,hash,m704512_t1_p8,,,763187604.0,ns,2
argon2id,hash,m704512_t1_p8,,,762892732.0,ns,2
argon2id,hash,m704512_t1_p8,,,762473536.0,ns,2
argon2id,hash,m704512_t1_p8,,,764959134.0,ns,2
argon2id,hash,m704512_t1_p8,,,767953802.0,ns,2
argon2id,hash,m704512_t1_p8,,,764948214.0,ns,2
argon2id,hash,m704512_t1_p8,,,762800666.0,ns,2
argon2id,hash,m704512_t1_p8,,,765767393.0,ns,2
