group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m32768_t1_p16,,,99146350.0,ns,7
argon2id,hash,m32768_t1_p16,,,198185908.0,ns,14
argon2id,hash,m32768_t1_p16,,,293994093.0,ns,21
argon2id,hash,m32768_t1_p16,,,395846364.0,ns,28
argon2id,hash,m32768_t1_p16,,,494636046.0,ns,35
argon2id,hash,m32768_t1_p16,,,600142947.0,ns,42
argon2id,hash,m32768_t1_p16,,,695124344.0,ns,49
argon2id,hash,m32768_t1_p16,,,793005816.0,ns,56
argon2id,hash,m32768_t1_p16,,,893880828.0,ns,63
argon2id,hash,m32768_t1_p16,,,991388862.0,ns,70
