group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m933888_t1_p4,,,502295252.0,ns,1
argon2id,verify,m933888_t1_p4,,,500804431.0,ns,1
argon2id,verify,m933888_t1_p4,,,501275856.0,ns,1
argon2id,verify,m933888_t1_p4,,,500068949.0,ns,1
argon2id,verify,m933888_t1_p4,,,497311760.0,ns,1
argon2id,verify,m933888_t1_p4,,,495569977.0,ns,1
argon2id,verify,m933888_t1_p4,,,497826144.0,ns,1
argon2id,verify,m933888_t1_p4,,,495382605.0,ns,1
argon2id,verify,m933888_t1_p4,,,495769040.0,ns,1
argon2id,verify,m933888_t1_p4,,,495873256.0,ns,1
