group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m147456_t1_p1,,,144486982.0,ns,2
argon2id,hash,m147456_t1_p1,,,289219222.0,ns,4
argon2id,hash,m147456_t1_p1,,,447835921.0,ns,6
argon2id,hash,m147456_t1_p1,,,571641204.0,ns,8
argon2id,hash,m147456_t1_p1,,,720189655.0,ns,10
argon2id,hash,m147456_t1_p1,,,865385646.0,ns,12
argon2id,hash,m147456_t1_p1,,,1008276964.0,ns,14
argon2id,hash,m147456_t1_p1,,,1150387417.0,ns,16
argon2id,hash,m147456_t1_p1,,,1285589610.0,ns,18
argon2id,hash,m147456_t1_p1,,,1440735728.0,ns,20
