group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m98304_t3_p4,,,119844855.0,ns,1
argon2id,verify,m98304_t3_p4,,,238572153.0,ns,2
argon2id,verify,m98304_t3_p4,,,358654294.0,ns,3
argon2id,verify,m98304_t3_p4,,,476967106.0,ns,4
argon2id,verify,m98304_t3_p4,,,594014012.0,ns,5
argon2id,verify,m98304_t3_p4,,,713832338.0,ns,6
argon2id,verify,m98304_t3_p4,,,825594581.0,ns,7
argon2id,verify,m98304_t3_p4,,,958149379.0,ns,8
argon2id,verify,m98304_t3_p4,,,1073371844.0,ns,9
argon2id,verify,m98304_t3_p4,,,1191888198.0,ns,10
