group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m868352_t3_p8,,,1178962404.0,ns,1
argon2id,hash,m868352_t3_p8,,,1174871669.0,ns,1
argon2id,hash,m868352_t3_p8,,,1187140035.0,ns,1
argon2id,hash,m868352_t3_p8,,,1181727271.0,ns,1
argon2id,hash,m868352_t3_p8,,,1178169905.0,ns,1
argon2id,hash,m868352_t3_p8,,,1204618327.0,ns,1
argon2id,hash,m868352_t3_p8,,,1208872784.0,ns,1
argon2id,hash,m868352_t3_p8,,,1180683783.0,ns,1
argon2id,hash,m868352_t3_p8,,,1171755565.0,ns,1
argon2id,hash,m868352_t3_p8,,,1167608906.0,ns,1
