group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m393216_t2_p8,,,1012142931.0,ns,1
argon2id,hash,m393216_t2_p8,,,1144133702.0,ns,1
argon2id,hash,m393216_t2_p8,,,1176135031.0,ns,1
argon2id,hash,m393216_t2_p8,,,879262112.0,ns,1
argon2id,hash,m393216_t2_p8,,,667052304.0,ns,1
argon2id,hash,m393216_t2_p8,,,665387888.0,ns,1
argon2id,hash,m393216_t2_p8,,,735190979.0,ns,1
argon2id,hash,m393216_t2_p8,,,745602558.0,ns,1
argon2id,hash,m393216_t2_p8,,,863379626.0,ns,1
argon2id,hash,m393216_t2_p8,,,973093175.0,ns,1
