group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m671744_t2_p1,,,665910426.0,ns,1
argon2id,verify,m671744_t2_p1,,,665303163.0,ns,1
argon2id,verify,m671744_t2_p1,,,664865489.0,ns,1
argon2id,verify,m671744_t2_p1,,,665112166.0,ns,1
argon2id,verify,m671744_t2_p1,,,666529672.0,ns,1
argon2id,verify,m671744_t2_p1,,,665515911.0,ns,1
argon2id,verify,m671744_t2_p1,,,680585187.0,ns,1
argon2id,verify,m671744_t2_p1,,,655978303.0,ns,1
argon2id,verify,m671744_t2_p1,,,659866499.0,ns,1
argon2id,verify,m671744_t2_p1,,,661587373.0,ns,1
