group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m966656_t1_p2,,,525355804.0,ns,1
argon2id,verify,m966656_t1_p2,,,530483133.0,ns,1
argon2id,verify,m966656_t1_p2,,,529950372.0,ns,1
argon2id,verify,m966656_t1_p2,,,530283870.0,ns,1
argon2id,verify,m966656_t1_p2,,,525921445.0,ns,1
argon2id,verify,m966656_t1_p2,,,525446043.0,ns,1
argon2id,verify,m966656_t1_p2,,,523331580.0,ns,1
argon2id,verify,m966656_t1_p2,,,525016496.0,ns,1
argon2id,verify,m966656_t1_p2,,,530011115.0,ns,1
argon2id,verify,m966656_t1_p2,,,521524356.0,ns,1
