group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m950272_t1_p1,,,522936448.0,ns,1
argon2id,hash,m950272_t1_p1,,,526324941.0,ns,1
argon2id,hash,m950272_t1_p1,,,521614394.0,ns,1
argon2id,hash,m950272_t1_p1,,,520131970.0,ns,1
argon2id,hash,m950272_t1_p1,,,519641859.0,ns,1
argon2id,hash,m950272_t1_p1,,,517921128.0,ns,1
argon2id,hash,m950272_t1_p1,,,519899101.0,ns,1
argon2id,hash,m950272_t1_p1,,,520270299.0,ns,1
argon2id,hash,m950272_t1_p1,,,520217490.0,ns,1
argon2id,hash,m950272_t1_p1,,,519840220.0,ns,1
