group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m540672_t3_p8,,,725690869.0,ns,1
argon2id,verify,m540672_t3_p8,,,730950560.0,ns,1
argon2id,verify,m540672_t3_p8,,,725527586.0,ns,1
argon2id,verify,m540672_t3_p8,,,725434091.0,ns,1
argon2id,verify,m540672_t3_p8,,,725588695.0,ns,1
argon2id,verify,m540672_t3_p8,,,726410189.0,ns,1
argon2id,verify,m540672_t3_p8,,,726026637.0,ns,1
argon2id,verify,m540672_t3_p8,,,725963662.0,ns,1
argon2id,verify,m540672_t3_p8,,,727003954.0,ns,1
argon2id,verify,m540672_t3_p8,,,732247678.0,ns,1
