group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m933888_t2_p4,,,888056717.0,ns,1
argon2id,hash,m933888_t2_p4,,,889512361.0,ns,1
argon2id,hash,m933888_t2_p4,,,888556475.0,ns,1
argon2id,hash,m933888_t2_p4,,,891636378.0,ns,1
argon2id,hash,m933888_t2_p4,,,894612479.0,ns,1
argon2id,hash,m933888_t2_p4,,,890271573.0,ns,1
argon2id,hash,m933888_t2_p4,,,890321647.0,ns,1
argon2id,hash,m933888_t2_p4,,,891634673.0,ns,1
argon2id,hash,m933888_t2_p4,,,890342555.0,ns,1
argon2id,hash,m933888_t2_p4,,,894123275.0,ns,1
