group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m606208_t2_p8,,,572094543.0,ns,1
argon2id,hash,m606208_t2_p8,,,574319687.0,ns,1
argon2id,hash,m606208_t2_p8,,,573840862.0,ns,1
argon2id,hash,m606208_t2_p8,,,574077937.0,ns,1
argon2id,hash,m606208_t2_p8,,,571764133.0,ns,1
argon2id,hash,m606208_t2_p8,,,575063000.0,ns,1
argon2id,hash,m606208_t2_p8,,,572549249.0,ns,1
argon2id,hash,m606208_t2_p8,,,573149409.0,ns,1
argon2id,hash,m606208_t2_p8,,,571272166.0,ns,1
argon2id,hash,m606208_t2_p8,,,611051068.0,ns,1
