group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m933888_t2_p2,,,902576185.0,ns,1
argon2id,verify,m933888_t2_p2,,,910031628.0,ns,1
argon2id,verify,m933888_t2_p2,,,905140850.0,ns,1
argon2id,verify,m933888_t2_p2,,,900363406.0,ns,1
argon2id,verify,m933888_t2_p2,,,903178202.0,ns,1
argon2id,verify,m933888_t2_p2,,,904810096.0,ns,1
argon2id,verify,m933888_t2_p2,,,904780039.0,ns,1
argon2id,verify,m933888_t2_p2,,,904083841.0,ns,1
argon2id,verify,m933888_t2_p2,,,902296272.0,ns,1
argon2id,verify,m933888_t2_p2,,,901340816.0,ns,1
