group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m720896_t1_p4,,,804266869.0,ns,2
argon2id,hash,m720896_t1_p4,,,790230142.0,ns,2
argon2id,hash,m720896_t1_p4,,,791513012.0,ns,2
argon2id,hash,m720896_t1_p4,,,792715680.0,ns,2
argon2id,hash,m720896_t1_p4,,,792384299.0,ns,2
argon2id,hash,m720896_t1_p4,,,790136940.0,ns,2
argon2id,hash,m720896_t1_p4,,,795518463.0,ns,2
argon2id,hash,m720896_t1_p4,,,791833988.0,ns,2
argon2id,hash,m720896_t1_p4,,,798279096.0,ns,2
argon2id,hash,m720896_t1_p4,,,792295985.0,ns,2
