group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m622592_t1_p8,,,674568514.0,ns,2
argon2id,hash,m622592_t1_p8,,,674412228.0,ns,2
argon2id,hash,m622592_t1_p8,,,676445339.0,ns,2
argon2id,hash,m622592_t1_p8,,,679116209.0,ns,2
argon2id,hash,m622592_t1_p8,,,675909203.0,ns,2
argon2id,hash,m622592_t1_p8,,,673990027.0,ns,2
argon2id,hash,m622592_t1_p8,,,673259699.0,ns,2
argon2id,hash,m622592_t1_p8,,,677836881.0,ns,2
argon2id,hash,m622592_t1_p8,,,675908107.0,ns,2
argon2id,hash,m622592_t1_p8,,,675078862.0,ns,2
