group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m409600_t1_p2,,,599546263.0,ns,2
argon2id,verify,m409600_t1_p2,,,578827726.0,ns,2
argon2id,verify,m409600_t1_p2,,,730809937.0,ns,2
argon2id,verify,m409600_t1_p2,,,777522532.0,ns,2
argon2id,verify,m409600_t1_p2,,,756653646.0,ns,2
argon2id,verify,m409600_t1_p2,,,759303653.0,ns,2
argon2id,verify,m409600_t1_p2,,,753774404.0,ns,2
argon2id,verify,m409600_t1_p2,,,738585946.0,ns,2
argon2id,verify,m409600_t1_p2,,,773772827.0,ns,2
argon2id,verify,m409600_t1_p2,,,583783869.0,ns,2
