group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m491520_t3_p4,,,665806684.0,ns,1
argon2id,verify,m491520_t3_p4,,,707547606.0,ns,1
argon2id,verify,m491520_t3_p4,,,698870348.0,ns,1
argon2id,verify,m491520_t3_p4,,,665813578.0,ns,1
argon2id,verify,m491520_t3_p4,,,667061249.0,ns,1
argon2id,verify,m491520_t3_p4,,,663432109.0,ns,1
argon2id,verify,m491520_t3_p4,,,666905026.0,ns,1
argon2id,verify,m491520_t3_p4,,,677095516.0,ns,1
argon2id,verify,m491520_t3_p4,,,671732840.0,ns,1
argon2id,verify,m491520_t3_p4,,,664677345.0,ns,1
