group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m294912_t1_p4,,,147008683.0,ns,1
argon2id,hash,m294912_t1_p4,,,298206095.0,ns,2
argon2id,hash,m294912_t1_p4,,,442381316.0,ns,3
argon2id,hash,m294912_t1_p4,,,587013986.0,ns,4
argon2id,hash,m294912_t1_p4,,,736510675.0,ns,5
argon2id,hash,m294912_t1_p4,,,891550038.0,ns,6
argon2id,hash,m294912_t1_p4,,,1028937379.0,ns,7
argon2id,hash,m294912_t1_p4,,,1175894001.0,ns,8
argon2id,hash,m294912_t1_p4,,,1321596748.0,ns,9
argon2id,hash,m294912_t1_p4,,,1469556368.0,ns,10
