group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m393216_t3_p8,,,1211391258.0,ns,1
argon2id,hash,m393216_t3_p8,,,1551656796.0,ns,1
argon2id,hash,m393216_t3_p8,,,1498899947.0,ns,1
argon2id,hash,m393216_t3_p8,,,1496866229.0,ns,1
argon2id,hash,m393216_t3_p8,,,1491751621.0,ns,1
argon2id,hash,m393216_t3_p8,,,1552192891.0,ns,1
argon2id,hash,m393216_t3_p8,,,1556373069.0,ns,1
argon2id,hash,m393216_t3_p8,,,1538278874.0,ns,1
argon2id,hash,m393216_t3_p8,,,1293330897.0,ns,1
argon2id,hash,m393216_t3_p8,,,1206945255.0,ns,1
