group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m638976_t3_p2,,,884566203.0,ns,1
argon2id,hash,m638976_t3_p2,,,904010986.0,ns,1
argon2id,hash,m638976_t3_p2,,,904724354.0,ns,1
argon2id,hash,m638976_t3_p2,,,903454456.0,ns,1
argon2id,hash,m638976_t3_p2,,,894268327.0,ns,1
argon2id,hash,m638976_t3_p2,,,889128413.0,ns,1
argon2id,hash,m638976_t3_p2,,,880647060.0,ns,1
argon2id,hash,m638976_t3_p2,,,893218353.0,ns,1
argon2id,hash,m638976_t3_p2,,,900262099.0,ns,1
argon2id,hash,m638976_t3_p2,,,900804368.0,ns,1
