group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m475136_t1_p8,,,781047191.0,ns,2
argon2id,verify,m475136_t1_p8,,,764845932.0,ns,2
argon2id,verify,m475136_t1_p8,,,780303367.0,ns,2
argon2id,verify,m475136_t1_p8,,,799059624.0,ns,2
argon2id,verify,m475136_t1_p8,,,793246928.0,ns,2
argon2id,verify,m475136_t1_p8,,,835259612.0,ns,2
argon2id,verify,m475136_t1_p8,,,826332672.0,ns,2
argon2id,verify,m475136_t1_p8,,,822786499.0,ns,2
argon2id,verify,m475136_t1_p8,,,686891565.0,ns,2
argon2id,verify,m475136_t1_p8,,,584267901.0,ns,2
