group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m1048576_t3_p16,,,1424444585.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1415193489.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1418227034.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1416827523.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1418938478.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1415762566.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1416144156.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1417100915.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1419730412.0,ns,1
argon2id,hash,m1048576_t3_p16,,,1417510685.0,ns,1
