group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,hash,m540672_t1_p8,,,588670560.0,ns,2
argon2id,hash,m540672_t1_p8,,,586720148.0,ns,2
argon2id,hash,m540672_t1_p8,,,587346214.0,ns,2
argon2id,hash,m540672_t1_p8,,,586724727.0,ns,2
argon2id,hash,m540672_t1_p8,,,579112007.0,ns,2
argon2id,hash,m540672_t1_p8,,,589062486.0,ns,2
argon2id,hash,m540672_t1_p8,,,587808973.0,ns,2
argon2id,hash,m540672_t1_p8,,,587170574.0,ns,2
argon2id,hash,m540672_t1_p8,,,590022167.0,ns,2
argon2id,hash,m540672_t1_p8,,,600553709.0,ns,2
