group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
argon2id,verify,m753664_t3_p2,,,1039095354.0,ns,1
argon2id,verify,m753664_t3_p2,,,1038775222.0,ns,1
argon2id,verify,m753664_t3_p2,,,1044561604.0,ns,1
argon2id,verify,m753664_t3_p2,,,1042259386.0,ns,1
argon2id,verify,m753664_t3_p2,,,1042125722.0,ns,1
argon2id,verify,m753664_t3_p2,,,1044002088.0,ns,1
argon2id,verify,m753664_t3_p2,,,1057240583.0,ns,1
argon2id,verify,m753664_t3_p2,,,1035708349.0,ns,1
argon2id,verify,m753664_t3_p2,,,1046520505.0,ns,1
argon2id,verify,m753664_t3_p2,,,1041433955.0,ns,1
